idx,BOD_addr,general,pediatric,specialist,CensusCountyFips,Latitude,Longitude,med_indicator,chip_indicator
54,"15 AVA WAY,THREE FORKS,MT,59752",1,0,0,7,45.90134757,-111.6060597,0,0
55,"15 AVANTA WAY STE 3,BILLINGS,MT,59102",1,0,0,111,45.77565196,-108.5802012,0,0
56,"15 MONTANA AVE,LAUREL,MT,59044",1,0,0,111,45.67031389,-108.7701357,0,0
57,"1501 HOLMES AVE,BUTTE,MT,59701",0,0,1,93,45.97513177,-112.516175,0,0
58,"1501 HOLMES AVE,BUTTE,MT,59750",1,0,0,93,45.97513177,-112.516175,0,0
59,"152 S 32ND ST W STE A,BILLINGS,MT,59102",0,0,1,111,45.77565196,-108.5802012,0,0
60,"152 SOUTH 32ND ST WEST STE A,BILLINGS,MT,59102",0,0,1,111,45.77565196,-108.5802012,0,0
61,"152 SOUTH 32ND STREET WEST,SUITE A,BILLINGS,MT,59102",0,0,1,111,45.77565196,-108.5802012,0,0
62,"1540 LAKE ELMO DR STE 3,BILLINGS,MT,59105",1,0,0,111,45.88273553,-108.5058709,0,0
63,"1547 SOUTH HIGGINS STE C,MISSOULA,MT,59801",1,0,0,63,46.856306,-114.014892,0,0
64,"1601 14TH ST. S.W.,SIDNEY,MT,59270",0,0,1,83,47.57595341,-104.0807194,0,0
65,"16111 ROCKY MOUNTAIN ROAD,BELGRADE,MT,59714",1,0,0,31,45.90984004,-111.0804392,0,0
66,"1690 RIMROCK RD STE A,BILLINGS,MT,59102",1,0,0,111,45.77565196,-108.5802012,0,0
67,"1690 RIMROCK RD STE D,BILLINGS,MT,59102",1,0,0,111,45.77565196,-108.5802012,0,0
68,"1704 SUDLOW,MILES CITY,MT,59301",1,0,0,17,46.29019653,-105.7612678,0,0
69,"1750 BROOKS ST,MISSOULA,MT,59801",1,0,0,63,46.856306,-114.014892,0,0
70,"176 SOUTH 32ND ST WEST STE 1,BILLINGS,MT,59102",0,0,1,111,45.77565196,-108.5802012,0,0
71,"1820 E MARYLAND LN,LAUREL,MT,59044",1,0,0,111,45.63640654,-108.7455582,0,0
72,"1820 VALLEY DRIVE EAST,MILES CITY,MT,59301",1,0,0,17,46.29019653,-105.7612678,0,0
73,"1820 W LINCOLN ST,BOZEMAN,MT,59715",1,0,0,31,45.82851189,-110.9099734,0,0
74,"1820 WEST LINCOLN,BOZEMAN,MT,59715",1,0,0,31,45.82851189,-110.9099734,0,0
75,"1838 POLY DR,BILLINGS,MT,59102",1,0,0,111,45.77565196,-108.5802012,0,0
76,"1860 HWY 93 N,KALISPELL,MT,59901",1,0,0,29,48.22815319,-114.3822181,0,0
77,"1904 HAMBURG,ANACONDA,MT,59711",1,0,0,23,46.10627128,-113.0659763,0,0
78,"2 MARKET ST,CLANCY,MT,59634",1,0,0,43,46.46892778,-111.9746104,0,0
79,"200 CALIFORNIA AVE,LIBBY,MT,59923",1,0,0,53,48.39409502,-115.5519899,0,0
80,"2018 STADIUM DR,BOZEMAN,MT,59715",1,0,0,31,45.82851189,-110.9099734,0,0
81,"203 2ND AVE SW,SIDNEY,MT,59270",1,0,0,83,47.71386332,-104.1599522,0,0
82,"2050 W DICKERSON STE A,SUITE A,BOZEMAN,MT,59718",0,0,1,31,45.578232,-111.1264581,0,0
83,"207 9TH AVE S,SHELBY,MT,59474",1,0,0,101,48.50519335,-111.8665694,0,0
84,"207 S CRESTWOOD DR,BILLINGS,MT,59102",1,0,0,111,45.77565196,-108.5802012,0,0
85,"2102 TURMALINE CT,HELENA,MT,59601",1,0,0,49,46.5755339,-112.0035566,0,0
86,"2105 CENTRAL AVE STE 100,BILLINGS,MT,59102",0,0,1,111,45.77565196,-108.5802012,0,0
87,"2116 E 6TH AVE,HELENA,MT,59601",0,0,1,49,46.587104,-112.0024523,0,0
88,"2132 BROADWATER AVE STE B,BILLINGS,MT,59102",1,0,0,111,45.77565196,-108.5802012,0,0
89,"215 COUGAR TRAIL,WHITEFISH,MT,59937",1,0,0,29,48.33765152,-114.3305856,0,0
90,"215 HICKORY ST,ANACONDA,MT,59711",1,0,0,23,46.10627128,-113.0659763,0,0
91,"2175 LOMAS DR,BOZEMAN,MT,59715",1,0,0,31,45.82851189,-110.9099734,0,0
92,"223 N. MAIN ST.,PLENTYWOOD,MT,59254",1,0,0,91,48.74869007,-104.6074785,0,0
93,"227 MANSION HEIGHTS DR,MISSOULA,MT,59803",1,0,0,63,46.79392494,-113.9628103,0,0
94,"2300 HOUSTON POINT DRIVE,WHITEFISH,MT,59937",1,0,0,29,48.41172655,-114.5371165,0,0
95,"2305 11TH ST SW,GREAT FALLS,MT,59404",1,0,0,13,47.63052847,-111.3470878,0,0
96,"23106 MONTANA HWY 35,BIGFORK,MT,59911",1,0,0,47,47.88145028,-113.8689458,0,0
97,"235 ALPINE DR,BIGFORK,MT,59911",1,0,0,47,47.88145028,-113.8689458,0,0
98,"2370 AVE C STE #5,BILLINGS,MT,59102",1,0,0,111,45.77565196,-108.5802012,0,0
99,"238 PARKLANDS TRL,BOZEMAN,MT,59718",0,0,1,31,45.67923367,-111.1634659,0,0
100,"2400 MASSACHUSETTS AVE,BUTTE,MT,59701",0,0,1,93,45.98861677,-112.5078,0,0
101,"2418 LOCUST,BUTTE,MT,59701",1,0,0,93,46.03411151,-112.4670928,0,0
102,"2423 CORNELL AVE,BUTTE,MT,59701",1,0,0,93,45.98625894,-112.5014368,0,0
103,"2445 S THIRD ST W,MISSOULA,MT,59801",1,0,0,63,46.856306,-114.014892,0,0
104,"2454 TETON AVE,BILLINGS,MT,59102",1,0,0,111,45.80029996,-108.5790988,0,0
105,"25 LONE MOUNTAIN RD,CLANCY,MT,59634",1,0,0,43,46.46892778,-111.9746104,0,0
106,"2500 BOBCAT WAY,GREAT FALLS,MT,59405",1,0,0,13,47.30522323,-111.289215,0,0
107,"2501 6TH AVE SOUTH,GREAT FALLS,MT,59405",1,0,0,13,47.30522323,-111.289215,0,0
108,"2520 GRIZZLY GULCH DR,HELENA,MT,59601",1,0,0,49,46.5397752,-112.1765275,0,0
109,"2525 6TH AVE SOUTH,GREAT FALLS,MT,59405",1,0,0,13,47.30522323,-111.289215,0,0
110,"2525 SOUTH HIGGINS,MISSOULA,MT,59801",1,0,0,63,46.856306,-114.014892,0,0
111,"2527 6TH AVE S,GREAT FALLS,MT,59405",1,0,0,13,47.30522323,-111.289215,0,0
112,"255 ARROWHEAD LN,BOZEMAN,MT,59718",1,0,0,31,45.578232,-111.1264581,0,0
113,"2600 MAIN ST STE 1,MILES CITY,MT,59301",1,0,0,17,46.29019653,-105.7612678,0,0
114,"2601 16TH AVE S,GREAT FALLS,MT,59405",0,0,1,13,47.30522323,-111.289215,0,0
115,"2605 16TH AVE SOUTH,GREAT FALLS,MT,59405",1,0,0,13,47.30522323,-111.289215,0,0
116,"2615 COLONIAL DR,HELENA,MT,59601",1,0,0,49,46.5397752,-112.1765275,0,0
117,"2617 16TH AVE S,GREAT FALLS,MT,59405",0,0,1,13,47.30522323,-111.289215,0,0
118,"2625 RIDGEWOOD LN,BILLINGS,MT,59106",1,0,0,111,45.80794157,-108.6832464,0,0
119,"2625 ST. JOHN'S AVE STE A,BILLINGS,MT,59102",0,0,1,111,45.77565196,-108.5802012,0,0
120,"26382 RED OWL TRAIL,PO BOX 2076,BIGFORK,MT,59911",1,0,0,47,48.0207991,-113.9154554,0,0
121,"2675 CENTAL AVE STE L8,BILLINGS,MT,59102",1,0,0,111,45.77565196,-108.5802012,0,0
122,"2675 CENTRAL AVE STE 10,BILLINGS,MT,59102",1,0,0,111,45.77565196,-108.5802012,0,0
123,"26928 RIVER RUN RD,HUSON,MT,59846",1,0,0,63,47.01792609,-114.3812348,0,0
124,"2700 GRAND AVE STE E,BILLINGS,MT,59102",1,0,0,111,45.77565196,-108.5802012,0,0
125,"2700 GRAND AVE STE F,BILLINGS,MT,59102",1,0,0,111,45.77565196,-108.5802012,0,0
126,"2700 GRAND AVENUE,SUITE C,BILLINGS,MT,59102",1,0,0,111,45.77565196,-108.5802012,0,0
127,"2707 16TH AVE S,GREAT FALLS,MT,59405",1,0,0,13,47.30522323,-111.289215,0,0
128,"2719 HUCKLE BERRY DR,GREAT FALLS,MT,59404",1,0,0,13,47.63052847,-111.3470878,0,0
129,"2751 BUTCH CASSIDY DR,BOZEMAN,MT,59718",1,0,0,31,45.578232,-111.1264581,0,0
130,"2769 FERN DR,GREAT FALLS,MT,59404",1,0,0,13,47.63052847,-111.3470878,0,0
131,"2800 11TH AVE S STE 24,GREAT FALLS,MT,59405",1,0,0,13,47.30522323,-111.289215,0,0
132,"2820 CENTRAL AVE STE C,BILLINGS,MT,59102",0,0,1,111,45.77565196,-108.5802012,0,0
133,"2825 CONNERY WAY,MISSOULA,MT,59808",2,0,0,63,46.89145476,-114.0471015,0,0
134,"289 DEREK WAY,BOZEMAN,MT,59718",1,0,0,31,45.57341568,-111.1032116,0,0
135,"2900 CENTRAL AVE BLDG 1,BILLINGS,MT,59102",2,0,0,111,45.77565196,-108.5802012,0,0
136,"2900 CENTRAL AVE,BILLINGS,MT,59102",0,0,1,111,45.76937116,-108.5897409,0,0
137,"3 MONARCH CT,CLANCY,MT,59634",0,0,2,43,46.529995,-111.923789,0,0
138,"30 34TH ST. W,APT 2-203,BILLINGS,MT,59102",1,0,0,111,45.77565196,-108.5802012,0,0
139,"300 BEN HOGAN DRIVE,MISSOULA,MT,59803",1,0,0,63,46.79392494,-113.9628103,0,0
140,"300 PARK DR SOUTH STE 201,GREAT FALLS,MT,59405",0,0,1,13,47.30522323,-111.289215,0,0
141,"301 SADDLE DR STE A,HELENA,MT,59601",0,1,0,49,46.5397752,-112.1765275,0,0
142,"3012 RYNIKER DRIVE,BILLINGS,MT,59102",1,0,0,111,45.77565196,-108.5802012,0,0
143,"3015 MARIGOLD,BILLINGS,MT,59102",1,0,0,111,45.77565196,-108.5802012,0,0
144,"3020 S. RESERVE SUITE E,MISSOULA,MT,59801",0,0,1,63,46.856306,-114.014892,0,0
145,"3104 LLOYD MANGRUM LN,BILLINGS,MT,59106",1,0,0,111,45.80794157,-108.6832464,0,0
146,"312 6TH AVE SOUTHEAST,CUT BANK,MT,59427",1,0,0,35,48.62803064,-112.3314243,0,0
147,"3122 BEN HOGAN PL,BILLINGS,MT,59106",0,0,1,111,45.80794157,-108.6832464,0,0
148,"31395 GRINDE BAY LANE,POLSON,MT,59860",1,0,0,47,47.71042943,-114.1669026,0,0
149,"320 EAST 2ND STREET,LIBBY,MT,59923",1,0,0,53,48.38872747,-115.5568961,0,0
150,"32088 S FINLEY PT RD,POLSON,MT,59860",1,0,0,47,47.74678961,-114.0865734,0,0
151,"328 FAIRWAY DR,WHITEFISH,MT,59937",1,0,0,29,48.41172655,-114.5371165,0,0
152,"3307 GRAND AVE STE 105,BILLINGS,MT,59102",1,0,0,111,45.77565196,-108.5802012,0,0
153,"34 BRUYER WAY,KALISPELL,MT,59901",1,0,1,29,48.22989715,-114.3089203,0,0
154,"340 NICKOLS PEAK TRL,BOZEMAN,MT,59715",1,0,0,31,45.64397925,-110.9663289,0,0
155,"35 GREEN RIDGE LANE,GREAT FALLS,MT,59405",1,0,0,13,47.30522323,-111.289215,0,0
156,"3502 LARAMIE DR STE 2,BOZEMAN,MT,59718",1,0,0,31,45.578232,-111.1264581,0,0
157,"3502 LARIME DR STE 2,BOZEMAN,MT,59718",0,0,1,31,45.578232,-111.1264581,0,0
158,"3525 PRESTWICK RD,BILLINGS,MT,59101",1,0,0,111,45.7157453,-108.5060734,0,0
159,"3620 HAYDEN DR,BILLINGS,MT,59102",1,0,0,111,45.77565196,-108.5802012,0,0
160,"3738 YUHAS AVE.,HELENA,MT,59602",1,0,0,49,46.62735388,-112.0270482,0,0
161,"3779 BAXTER LANE,BOZEMAN,MT,59718",0,0,1,31,45.578232,-111.1264581,0,0
162,"3817 STEPHENS AVE,MISSOULA,MT,59801",0,0,1,63,46.83714449,-114.0132106,0,0
163,"3827 WAR BONNET TRAIL,BILLINGS,MT,59102",0,1,0,111,45.802442,-108.6126862,0,0
164,"393 EVANS RICEVILLE RD,BELT,MT,59412",1,0,0,13,47.1819588,-110.9695784,0,0
165,"3997 VALLEY COMMONS DR STE B,BOZEMAN,MT,59718",1,0,0,31,45.578232,-111.1264581,0,0
166,"4 MATHEW BIRD CIR,BOZEMAN,MT,59715",1,0,0,31,45.64521457,-111.0361376,0,0
167,"40 SNOWY MOUNTAIN CIRCLE,STE 161429,BIG SKY,MT,59716",1,0,0,57,45.10266062,-111.4868055,0,0
168,"400 N WASHINGTON ST,HELENA,MT,59601",1,0,0,49,46.5397752,-112.1765275,0,0
169,"40903 SUNNYVIEW LOOP,POLSON,MT,59860",1,0,0,47,47.71042943,-114.1669026,0,0
170,"4134 CORBIN DRIVE,BILLINGS,MT,59106",0,0,1,111,45.80794157,-108.6832464,0,0
171,"41745 PARK CIRCLE DR,POLSON,MT,59860",1,0,0,47,47.76039273,-114.235908,0,0
172,"421 HEMLOCK ST,ANACONDA,MT,59711",2,0,0,23,46.10627128,-113.0659763,0,0
173,"425 TWO BIT LANE,BUTTE,MT,59701",1,0,0,93,46.03411151,-112.4670928,0,0
174,"4265 LAREDO PL,BILLINGS,MT,59106",0,1,0,111,45.80794157,-108.6832464,0,0
175,"429 ARROW TRAIL,BOZEMAN,MT,59718",1,0,0,31,45.578232,-111.1264581,0,0
176,"430 WINDWARD WAY #201,KALISPELL,MT,59901",1,0,0,29,48.22083891,-114.3260456,0,0
177,"4389 BROOKSIDE LANE,UNIT B,BOZEMAN,MT,59718",1,0,0,31,45.578232,-111.1264581,0,0
178,"44 PRONGHORN LN,CAMERON,MT,59720",1,0,0,57,44.87824003,-111.6441703,0,0
179,"4443 GLENWOOD DR,BOZEMAN,MT,59718",1,0,0,31,45.578232,-111.1264581,0,0
180,"4535 VALLEY COMMONS DRIVE STE 102,BOZEMAN,MT,59718",0,0,1,31,45.578232,-111.1264581,0,0
181,"46314 US HIGHWAY 93,POLSON,MT,59860",1,0,0,47,47.71042943,-114.1669026,0,0
182,"5 BOB MARSHALL PLACE,GREAT FALLS,MT,59404",1,0,0,13,47.63052847,-111.3470878,0,0
183,"5 SKI VIEW LN,RED LODGE,MT,59068",1,0,0,9,45.1581252,-109.4496839,0,0
184,"50 27TH ST W,STE D,BILLINGS,MT,59102",0,0,1,111,45.77565196,-108.5802012,0,0
185,"5009 RIVER LAKES PKWY,WHITEFISH,MT,59937",1,0,0,29,48.37895528,-114.3220095,0,0
186,"516 FULLER AVE #2,HELENA,MT,59601",0,0,1,49,46.59258382,-112.038889,0,0
187,"52 FISHER RD,GREAT FALLS,MT,59405",1,0,0,13,47.30522323,-111.289215,0,0
188,"520 S RODNEY ST,HELENA,MT,59601",1,0,0,49,46.5397752,-112.1765275,0,0
189,"525 S PACIFIC ST,DILLON,MT,59725",1,0,0,1,45.09002118,-112.8377847,0,0
190,"5250 METZGER RD,LAUREL,MT,59044",1,0,0,111,45.67082801,-108.6395138,0,0
191,"5308 CHAPEL HILL DRIVE,BILLINGS,MT,59106",1,0,0,111,45.80794157,-108.6832464,0,0
192,"5317 AMHERST DRIVE,BILLINGS,MT,59106",1,0,0,111,45.80794157,-108.6832464,0,0
193,"54 W KATINA CT,BOZEMAN,MT,59718",1,0,0,31,45.64284813,-111.1819371,0,0
194,"54253 US HWY 2 SUITE A,GLASGOW,MT,59230",1,0,0,105,48.09892645,-106.8349948,0,0
195,"581 SQUAW CREEK ROAD,HUNTLEY,MT,59037",1,0,0,111,45.87143153,-108.2623516,0,0
196,"582 LABRIE DR.,WHITEFISH,MT,59937",1,0,0,29,48.41172655,-114.5371165,0,0
197,"5910 GLEN EAGLE WAY,MISSOULA,MT,59808",1,0,0,63,46.92557462,-114.0198002,0,0
198,"6 BANTRY WAY,BUTTE,MT,59701",1,0,0,93,46.03411151,-112.4670928,0,0
199,"6110 RAELENE CT,MISSOULA,MT,59803",1,0,0,63,46.81423782,-114.0578422,0,0
200,"614 FERGUSON # 2,BOZEMAN,MT,59718",0,0,1,31,45.578232,-111.1264581,0,0
201,"614 FERGUSON AVE STE 2,BOZEMAN,MT,59718",1,0,0,31,45.578232,-111.1264581,0,0
202,"619 SW HIGGINS AVE STE M,MISSOULA,MT,59803",1,0,0,63,46.79392494,-113.9628103,0,0
203,"619 SW HIGGINS STE P,MISSOULA,MT,59803",0,0,1,63,46.79392494,-113.9628103,0,0
204,"62 SKIPPER ST,BELGRADE,MT,59714",1,0,0,31,45.97988612,-111.1397103,0,0
205,"622 SPANISH PEAKS DR,MISSOULA,MT,59803",1,0,0,63,46.79392494,-113.9628103,0,0
206,"622 SPANISH PEAKS,MISSOULA,MT,59803",0,0,1,63,46.79392494,-113.9628103,0,0
207,"628 SOUTH AVE W,MISSOULA,MT,59801",1,0,0,63,46.84913786,-114.0074378,0,0
208,"634 EDDY AVE,MISSOULA,MT,59812",1,0,0,63,46.86332889,-113.9875385,0,0
209,"6345 HWY 93 SOUTH,WHITEFISH,MT,59937",1,0,0,29,48.41172655,-114.5371165,0,0
210,"640 HIGHLAND PARK DR,MISSOULA,MT,59803",1,0,0,63,46.79392494,-113.9628103,0,0
211,"644 GRAND AVE #2,BILLINGS,MT,59101",1,0,0,111,45.78373332,-108.5328917,0,0
212,"646 COPERWOOD CT,WHITEFISH,MT,59937",1,0,0,29,48.41747592,-114.3398776,0,0
213,"646 WILSON BUTTE RD,GREAT FALLS,MT,59405",1,0,0,13,47.30522323,-111.289215,0,0
214,"65 CLOVERVIEW DRIVE,HELENA,MT,59601",0,0,1,49,46.5397752,-112.1765275,0,0
215,"662 WINTERGREEN LN,BOZEMAN,MT,59715",1,0,0,31,45.82851189,-110.9099734,0,0
216,"682 FERGUSON AVE STE 3,BOZEMAN,MT,59718",1,0,0,31,45.578232,-111.1264581,0,0
217,"705 SUSSEX AVE,MISSOULA,MT,59801",0,0,1,63,46.84966859,-114.0079331,0,0
218,"705 WEST SUSSEX,MISSOULA,MT,59801",0,0,1,63,46.856306,-114.014892,0,0
219,"707 12TH ST W APT B,HAVRE,MT,59501",1,0,0,41,48.68878573,-109.7990026,0,0
220,"710 NORTH 1ST ST,HAMILTON,MT,59840",2,0,0,81,46.1856052,-114.189456,0,0
221,"712 KENSINGTON AVE,MISSOULA,MT,59801",1,0,0,63,46.8535231,-114.0085632,0,0
222,"725 SW HIGGINS AVE,MISSOULA,MT,59803",1,0,0,63,46.83623284,-114.0093619,0,0
223,"732 5TH STREET,HAVRE,MT,59501",1,0,0,41,48.68878573,-109.7990026,0,0
224,"740 HELENA AVE,HELENA,MT,59601",2,0,0,49,46.59421978,-112.0326381,0,0
225,"789 ANGLERS BEND WAY,MISSOULA,MT,59802",1,0,0,63,46.87570191,-113.9250572,0,0
226,"7TH AND GRANT,BOZEMAN,MT,59717",1,0,0,31,45.661963,-111.059937,0,0
227,"805 1ST AVE NW,CONRAD,MT,59425",1,0,0,73,48.17694194,-111.9571596,0,0
228,"805 SOUTH RESERVE ST,MISSOULA,MT,59801",1,0,0,63,46.856306,-114.014892,0,0
229,"808 3RD ST S,SHELBY,MT,59474",1,0,0,101,48.51887881,-111.7377008,0,0
230,"810 DAKOTA AVE,LIBBY,MT,59923",1,0,0,53,48.38688134,-115.549353,0,0
231,"8646 ARMADILLO ROAD,BILLINGS,MT,59101",0,0,1,111,45.68804535,-108.6341855,0,0
232,"8860 US HWY 2 W,HAVRE,MT,59501",1,0,0,41,48.68878573,-109.7990026,0,0
233,"8860 US HWY 2 WEST,HAVRE,MT,59501",1,0,0,41,48.68878573,-109.7990026,0,0
234,"900 N LAST CHANCE GULCH,STE 101,HELENA,MT,59601",1,0,0,49,46.5397752,-112.1765275,0,0
235,"905 HELENA AVE,HELENA,MT,59601",0,0,1,49,46.59501106,-112.0290437,0,0
236,"912 13TH AVE S,GREAT FALLS,MT,59405",1,0,0,13,47.30522323,-111.289215,0,0
237,"921 BROADWATER SQUARE,BILLINGS,MT,59101",1,0,0,111,45.6140107,-108.3867035,0,0
238,"926 MAIN ST,STE 1,BILLINGS,MT,59105",1,0,0,111,45.88273553,-108.5058709,0,0
239,"935 SW HIGGINS AVE.,SUITE 201,MISSOULA,MT,59803",1,0,0,63,46.79392494,-113.9628103,0,0
240,"949 BRDWATER SQUARE,BILLINGS,MT,59101",1,0,0,111,45.6140107,-108.3867035,0,0
241,"BOX 127,HOT SPRINGS,MT,59845",1,0,0,47,47.65839976,-114.5441559,0,0
242,"PO BOX 1028,BOZEMAN,MT,59771",1,0,0,31,45.680005,-111.14623,0,0
243,"PO BOX 1315,SEELEY LAKE,MT,59868",1,0,0,63,47.21409256,-113.504992,0,0
244,"PO BOX 1329,GLENDIVE,MT,59330",2,0,0,21,47.09687412,-104.7510045,0,0
245,"PO BOX 14,RONAN,MT,59864",1,0,0,47,47.5289614,-114.1100979,0,0
246,"PO BOX 1405,FORSYTH,MT,59327",1,0,0,87,46.2448908,-106.7051984,0,0
247,"PO BOX 1431,CHOTEAU,MT,59422",1,0,0,99,47.8170338,-112.4733554,0,0
248,"PO BOX 1471,POPLAR,MT,59255",1,0,0,85,48.24436516,-105.1677057,0,0
249,"PO BOX 1538,CUT BANK,MT,59427",1,0,0,35,48.77070195,-112.5404187,0,0
250,"PO BOX 1558,POPLAR,MT,59255",1,0,0,85,48.24436516,-105.1677057,0,0
251,"PO BOX 167,DEER LODGE,MT,59722",1,0,0,77,46.3624814,-112.7654803,0,0
252,"PO BOX 2254,HAVRE,MT,59501",1,0,0,41,48.68878573,-109.7990026,0,0
253,"PO BOX 2442,EUREKA,MT,59917",1,0,0,53,48.90275544,-114.9285175,0,0
